book,page,keyword,ctx_before,ctx_after
xianzhi,p-0115,联保,",故名。清宣统二年属元坝镇。1933年6月红四方面军在青狮子,9月在岳东场分别建立区、乡苏维埃。民国24年5月为岳东乡(",")。34年属岳滑乡。1951年建政为岳东乡。后因规模大分出青龙乡,部分划入地干乡。1955年又将划出郡分划归岳东乡。1958年改为岳东人民公社。1984年复名岳东乡。全乡面积42.06平方公里,辖青狮、平顶、守垭、三墙、老树、药柏、云察、青茨、红碑、金银、解元、石庙、长岗、尖包、新路、琴竹16村。运山乡“位于县治东北77公里处,驻地今运山场。因其地有一突兀小山包,传为“仙人运至“,称运山坝,故名。清宣统二年属龙山乡。1933年6月、9月红四方面军在运山坝、文庙垭建立乡苏维埃。民国24年6月属三区。26年后属运河乡、文运乡。1951年成立运山乡。1958年改为运山人民公社。1984年复名运山乡。全乡面积31.22平方公里,辖宝民、秋垭、老君、文庙、双龙、二龙、双牌、义察、佛门、龙井10村。彭店乡“位于县治东北98公里处,驻地今彭店场,因明末有一彭姓人在此开店,故名。清宣统二年属龙山乡。193"
xianzhi,p-0153,543,"21950551951763113…】…)5`78200109199169195283512一1170220626320","9、195385415418951209933209021、解195485410428728215119213609一1955856684324452170162154291956864704467982237482230501957919874805372414151236386"
xianzhi,p-0154,543,"681672342150339522197514446069338234832134506119761482956965","509193456351977150704702559354228348331197815182770495635530434965219791538907093813580473513341980`1566387119923600353519571981161021720242364699355543后1982161796726260368316357944198316460972775136950235824919841678147293063708563584501985173769733655373041036061519861813337463213800073663141987189675754312381933369379198819735275898838746137152719892047657618163888973729191990212637763569389961"
xianzhi,p-0156,543,"2010.671181028.165968542819672050037.8952309.6715270丨28.2238","98119682080237.月154329.771537027.645659480019692353241.076517【11.381701529.596631557619702592243.535780|9.692014233.815765716919712681043.3354378.7921373|34.,5162185350197221472138.7358619.181886029.556762613719732305635.1056738.631738326.475912669119712025030.0556718.121457921.636412741719751701121.755792,8.421122216.337661812919761008814.526236|8-973852555669860171977886112.675227膏7.41136315.266"
xianzhi,p-0178,训练,"、党派群团*163,刻在东西门外城墙上。9月,阅中中心县委宣传部长张光昭来苍漫检查工作,在中共党员李清碧家里举办县委成员","班,学习斯大林《论列宁主义基础》一书中的“民族问′题“、“农民问题“、“党“等内容。冬,县委部分成员墓霸,上级党组织欧定改组县委,潘实之调阅中中心县委任执委,被派往广元、昭化等地开展党的地下工作,县委其他成员就地疏散隐蔽。改组后的县委和县委机关从县城苗圃迁歧坪张家山,继续组织民众开展抗日救亡活动。1940年国民党县党部贯彻《限制异党活动办法》,苍漫处于白色恐余之下、翌年1月241日深夜,潘实之等13人在县城被国民党苍溪县执行委员会逮捕,中共苍湃地下组织其他成员隐居外地,停止活动。1946年8月,上级党组织派梁仕信来苍漫永宁场发展欧明政等5人入党于次年7月建立中共永宁场支部、欧明政任支部书记,隶中共阅南边区委员会领导。在党的领导下,开展抗租、抗税、抗丁群众斗争和迎接解放活动。1949年秋,中共川东组织在阅中建立领导小组后,苍溪双河场中共党员蒲清波发展程鹏、胡承普为党员,并建立党的支部。9月中"
xianzhi,p-0179,训练,"打土豪、分田地、禁烟、清剖、肃反;开展宣传、教育、文化、卫生工作,发展经济,扩充红军;在党的建设方面着重抓后进支部整顿,","骨十,充实加强支部核心领导,发展党员等工作。中共苍漫县基层组织在红四方面军反“三路围攻“,、“六路围攻“、“强渡嘉陵江“等重大战役和几次收缩阵地的关键时刻,既配合红军作战,又担负支前工作,而丁完成任务出色。1934年在川限省第三次工农兵代表大会上苍漫县被评为模范县。会上总结苍溟革命根据地的成绩是:扩大红军,支援战争;1933年10月,红军收缩阵地撒退时,组织工作做得好,不但为红军准备了充足的粮食,还有力配合红军作战;对敌斗争勇敢,吃苦耐劳精神强;拥军优属做得好。9月,县委机关迁老观场奉国寺(今阆中市辖);1935年3月,县委机关迁苍溪县城。5月,红四方面军强渡嘉陵江,县委机关随红军西进。红四方面军在苍溪活动期间,先后有3万多人参加红军,其中妇女1500多人。中共川陕省苍溪县委员会书记、副书记名录aTT|一En罗旭初书记苍漫县1933.7一1933.9陈子谦书记苍溪县.1933.9一1935"
xianzhi,p-0193,训练,"三会一课“中存在的问题,林取补教措施,使“三会一课“经常化、制度化。轮训“建国初期轮训干部着重政治理论、党的建设等方面的","。1951年县委干部训练班成立,配合土地改革分期分批轮训正副乡长、乡农会主幌、自卫队中队长、村代"
xianzhi,p-0194,训练,"关企事业单位党员由区委轮训;农村党员由乡(镇》党委轮训。党校教育中共苍溪县委党校于1961年3月建立后,围绕党的中心工作","党支部书记,学习《中国共产党党章》,《做一个好共产党员》,《农村人民公社条例}等文件.1973一1976年,举办干部读书班和工农干部学习班,培训干部和学习辆导员,农村大队党支部书记共743人,学习“无产阶级专政条件下继续革命“的错误理论,提商所谓的阶级斗争和路线斗争觉悟。1978年,组织县级机关支部书记、区委宣传干事、公社党委副书记157人,在县委党校学习《共产党宣言》、《哥达纲领批判》、《国家与革命》等领袖著作。1981年先后举办区、乡年轻干部培训班、县城机关企事业单位政工干部培训班、马克思主义唐学干部轮训班,至1984年共培训县、区、乡党政干部353人。1984年与县师范学校合办高中班,培养干部54人。1985一1988年配合中央党校附设函授学院、四川省干部函授学院,举办干部函授大专班,培训具有大专学历的党政干部171人。1986一1988年,举办党政千部中专班,培训干部42人。198"
xianzhi,p-0195,训练,"“的学习讨论进行,从理论和实践的结合上批判、否定“两个凡是“,进而宣传、贯彻、学习中共十一届三中全会精神.县、区、社举办","班,培训学习骨干3730多人,参加学习的干部5800多人。为适应中共工作重点转移到经济建设上来的需要,组织干部学习《陈云文选》、薛暮桥《中国社会主义经济问题》。宣传部派出干部巡回各区及县城机关、部门作“学习《邓小平文选》,建设有中国特色社会主义“辅导报告12场,听讲干部、职工、学校师生共7500人次。1984年8月,组织有关部、委、室、局负责人、政工干部和部分专业户撰写发展农村商品生产的理论文章25篇、印发题为《大力发展农村商品生产,为振兴苍溪经济“富民“、“升位“作贡献》的辅导材料1600余份,发至基层单位学习参考。1985年起,广泛组织党员、干部开冠关于《马克思主义古学》及《建设有中国特色的社会主义》、《坚持四项基本原则反对资产阶级自由化}的宣传学习活动,印发学习辅导材料6000册发至基层单位供学习参考,并对全县1000多名干部职工的学习情况进行书面考核。1989一1990年,学习《关"
xianzhi,p-0201,训练,"绍加入国民党任苍溪县党务指导委员会委员。之后,张翘、李阳川、刘笃先后离职。27年,余光珍、杨旭奉调参加四川省国民党员干部","班受训。28年,国民党四川省党务指导委员会任咋余光玛、杨旭、蔡铮为国民党苍溪县执行委员会委员,余光玖任书记长。29年,县城建立4个直属区分部。同时在五峰、伏回、东青、玉树、元中、三川、五龙、龙王、歧白、东石、文运、龙彭、岳滑、高黄乡建立14个直属区分部。区分部书记、委员一般由乡长.及乡中心小学校长担任.32年6月,县执行委员会筹备召开国民党苍溪县党员代表大会,国民党四川省临时党部派督导员赵炯来苍溪监迷。9月国民党苍溪县首次党员代表大会召开,正式成立国民党苍溪县党郯。到会代表40多人。选出杨旭、余光玛、舒思永、文景伟、赵琏为国民党苍溪县党部执行委员会委员;赵子恒、罗伯雷当选为国民党苍溪县党部监察委员,呈报省临时党部。33年3月,省临时党部核准并委令杨旭、余光玛、舒思永为国民党苍溪县党部执行委员会委员,文景伟、赵琏为候补委员,杨旭任书记长,赵子恒任监察委员,罗伯雷任候补监察委员。县党部内设秘书"
xianzhi,p-0202,训练,"下党员潘实之、杨伯刚等13人,后被解送青城山集中荫。民国32年(1943)国民党苍滓县党部设立四川省特委会苍滦分会,开展","党员、宣传、党务监督等活动。各区分部自行训练党员,县党部派员督导。至35年(1946)6月,先后调训各区党部书记、委员、小队长87人。党的各级组织建立有宣传委员会、县党部创办有《苍溪旬刊》,县城及重要乡镇设置大型的“建国标语牌“。五峰、城厢、玉树、龙王、歧白、东石、高黄、龙彭、文运等乡设立民众阅报室、民众俱乐部,分部所在地设置“中山室“。县党部监察委员会名义上是“发展组织,加强训练,严格执行党纪,厉行检举贪污,考核从政党员,处理违反党纪案件、审查党务工作之开展,稽核同级及下级党部财政之收支,协助政府强化地方自治之推进,协助选举,完成民意机构之健全,极尽监察之能事“。实际上是监视中共苍漫地下党的特务机构。至民国35年6月,县监察委员会建区党部筹备会监察网15个,直属及普通区分部监察网65个,监察网工作人员98人。33一36年杨旭除担任县党部书记外,还兼任特委分会秘书,进行特务活动,不遗余力地"
xianzhi,p-0202,调训,"特委会苍滦分会,开展训练党员、宣传、党务监督等活动。各区分部自行训练党员,县党部派员督导。至35年(1946)6月,先后","各区党部书记、委员、小队长87人。党的各级组织建立有宣传委员会、县党部创办有《苍溪旬刊》,县城及重要乡镇设置大型的“建国标语牌“。五峰、城厢、玉树、龙王、歧白、东石、高黄、龙彭、文运等乡设立民众阅报室、民众俱乐部,分部所在地设置“中山室“。县党部监察委员会名义上是“发展组织,加强训练,严格执行党纪,厉行检举贪污,考核从政党员,处理违反党纪案件、审查党务工作之开展,稽核同级及下级党部财政之收支,协助政府强化地方自治之推进,协助选举,完成民意机构之健全,极尽监察之能事“。实际上是监视中共苍漫地下党的特务机构。至民国35年6月,县监察委员会建区党部筹备会监察网15个,直属及普通区分部监察网65个,监察网工作人员98人。33一36年杨旭除担任县党部书记外,还兼任特委分会秘书,进行特务活动,不遗余力地破坏中共苍溪地下党组,织。34年2月县党部所属的区分部选举出席国民党四川省代表大会的代表.竞选省代表"
xianzhi,p-0204,乡保长,"民协会会员140多人。1930年2月13日,在药英寨召开农民协会代表会,发动贫苦农民抗粮、抗捐,打击土家劣绅。7月因当地","密报被迫停止活动。1932年8月,中共党员赵鱿平、孟晓川、郑枢在三堆石召开农民协会成立大会,选举张大福为副主席。三堆石农协会组织游击队,开展打土豪的斗争,处决土家马老四、恶棍芜大树。这年冬,中共阆南中心县委派王灵山到新观、雍河恢复原农民协会,成立农民武装游击队,中共地下党员陈子谦担任农民武装游击队队长。翌年5月,游击队收缴祖永直等地主武装的枪支弹药,壮大农民武装。1933年6月,红四方面军11师之一部和73师之一部相继进入苍溪,先建立的乡苏维埃政府普遍建立贫农团,联合中农、.争取富农,消灭地主势力。1950年!月,中共苍滓县委召开农民代表会议,出席会议代表263人,学寸《农民协会章程》和民主改革的纲领,成立县农民协会筹备委员会,设常委7名,李寅任筹备′委员会主任。在农村新旧政权交替中农民协会代行人民政权的职能,将“减租退押“的稻谷及清匪反霸运动中所得财物分配给贫苦农民。11月,县召开农民代"
xianzhi,p-0228,训练,"】_〕f员四川广汉县雷民国25年(1936》x万乐a一一Ezmt军官训【曾锦柏窿萱责旦董四川开江县民国27年(1938》","所罗映江|大学|四川阀中县|县长|民国31年(1942)5厂志|anss一[[agzeeH厂不|anK玲a|Rey#aa5王页厂HHakHn75刘云髓四川苍溪县鳕霜1950年4月a5y[ases[aga51年2月一52年8月代县长,8月27刘山西中阳谢长庚|“初中|四川巴中县|县长|19541年5月H交|皂T|aasynhzxeay|[[apznHRS安晓霞魍河北鸡泽县髓1970年8月(军代表)副主任张喜堂山西阳城县主持全|1972年下年(军代表》面工作东无|1|aHFE1stMaz7"
xianzhi,p-0231,联保,"维埃政府95个,乡苏维埃政府,设主席和裁判、土地粮食、劳工内务委员,管理全乡政务。民国24年(1935)夏,全县设36个","办事处,置联保主任、文书。翌年夏,改36联保办事处为36乡公所,设乡长、乡队附。26年又并为30个乡公所。29年实施新县制,推行_-地方自治,将30乡改编为15乡(均为乙等乡),旋改城厢乡为城厢镇,乡镇公所,设乡长、镇长.乡(镇)公所、学校、自卫队部合署办公,实行“政、教、军“三位一体,“管、教.养、卫“合一。36年全县为19个乡公所、1个镇公所。1950年1月,维持旧乡(镇)政权体制原状,随即建立乡(镇)生产、征粮、剿匪委员会。接着成立乡农民协会行使乡政府权力,开展民主改革.至年底,结合减租退押,开展民主建"
xianzhi,p-0232,训练,"正、副保长、文书。3153甲各甲设甲长一人。民国36年增划1街保(县城),全县为289保,各增设一保队附办理“民众自卫“",",甲数仍旧,1950"
xianzhi,p-0237,联保,"法}规定,各省“各选区由该区各县之乡(镇)长联名推选候选人“。苍溪县为四川省第14选区之一部,县成立选举事务所,召开全县","主任会议推选候选人,常诲清、舒子铭、杨廷椿3人当选,呈报省政府批准常诲清、杨廷椿2人为正式代表。翊年抗日战争爆发,国民代表大会停开。36年第二次选举国大代表,省政府委任县长为县选举事务所主任,各乡(镇)设投票站,组织民众选举国大代表1人,初订常诲清、罗峄礼、赵北垣、杨廷椿.舒子铭、吴文明、刘植清为候选人。选举中,常、杨竞选角逐激烈,贿赂、封宙拉选祥。选举结果,常诲清当选。杨廷椿虽落选,因他是中央国定人员,也以*合法代表“出席南京国民代表大会。37年!月,乡(镇)民代表选举中央立法院立法委员,2月1日县选举事务所开箱计票,李显威得票最多,经省选举事务所批准李显威为立法院立法委员|"
xianzhi,p-0277,训练,"交通安全县公安局从1952年开始管理交通安全,宣传交通法规,处理交通事故。1973年协助农机部门办中型及手扶拖拉机驾驶员","班,统一考核,填发“三照“。1980年1月21日,县革委成立整顿交通秩序领导小组,检审驾驶员1010人,检审各类机动车937台。1981年县政府成立整顿城镇交通秩序领导小组,县公安局人员上路检查车辆11978台次,纠正违章892台次、开交通肇事现场会2次,集训肇事驾驶员5期、150人次。1987年5月组织治安警、刑警、武警与交通警察548人次,检查各类机动车,纠正违章413人次,排除路障37处。1988年3月改组交通安全联组,以区公所、派出所、农机站、运输管理站组成新联组,各治安警察专管或兼管交通安全,开展以“反违章,压事故,保畅通“为主的交通管理工作。这年在国道212线55.5公里地段内设道路交通新型反光标志127面,检查各类机动车,纠正违章3843台次,考核指数与1987年相比,事故下降22%,死亡人数下降115%,受伤人数下降20%,直接经济损失下降7%。1990年结合公路安全管理,"
xianzhi,p-0289,训练,"规划》(简称“一五“普法)。同年,组织订购普法宣讲资料、法律常识和法律文献汇编8万余册。举办乡以上领导干部和普法宣讲骨干","班3期,参训371人。县司法局组织县城机关干部、职工和苍溪师范学校师生参加全省基本法律常识竞赛,获广元市组织奖。"
xianzhi,p-0313,训练,",到一方户口所在地的婚姻登记机关申请.登记机关经审查符合条件、即登记发给结婚证或离婚证。1985年将婚姻登记人员集中到县",",经考试合格发给《婚姻登记员证书》后,才准予负责婚姻登记工作。1986年6月1日执行新的婚婪登记办法,婚姻当事人凭《居民身份证》即可申请登记。1989年县民政局推广龙山区各乡婚姻登记七到场(分管婚姻登记的乡干部、民政干部、共青团、妇女干部、办公室文书、申请登记的男女双方到场)办法,即以乡为单位,定期组织申请结婚男女进行政策法规、人口基础理论、优生优育、避孕节育知识、计划生育意义、婚事简办新办、尊老爱幼、团结和陵的学习教育,经考试合格后,在上述人员共同参与下发给结婚证。执行新的婚姨登记办法后,登记违规率由1988年的0.66%下降到0.07%%。第二节蒙葛管理县俗对死者遗体的殡葬方式,历为棺木土萱。解放后,宥传在丧葬中不搞迷信活动,节约办丧事,做小棺材,藕坟不占田。60年代后期,因木材缺乏,一些地方改用水泥预制棺材。1977年国家投资32.2万元,在城郊公社〔今陵江镇)麻岭村建修火葬场。19"
xianzhi,p-0335,训练,"证。1982年贯彻《团川省厂矿企业劳动保护条例)》:《四川省厂矿劳动监寡违章处理办法》,培训宣传员35人.翌年办劳动保护","班11期,培训职工331人,并对企业领导、工人、干部进行劳动安全考试。1986年春运期间,组织局级以上干部对全县渡口及各种车辆进行安全检查,纠正违章车输,整改水上隐患,被广元市评为春运安全先进县。这年举办驾驶员、电工、锅炉工安全培训班12期,培训1596人。1988年起,把劳动安全监察、安全“达标“(分期分批达到《四川省厂矿企业劳动安全条例》要求标准)同企业|管理、上等级工作结合起来考核.并将保健津贴标准由原甲等7元、乙等6元、丙等5元,分别调整为11元、12元、10元、改发保健食品为发现金。至1990年未,麻纺织厂、头食品厂、食品公司肉联厂、植物油厂、绸厂、毛纺织厂、元坝绪丝厂、两河和石门电站、文昌变电所,粮食汽车队,邮电局等企业安全达标,发给合格证。"
xianzhi,p-0338,训练,"培“训工人培训1956年县内手工业、资本主义工商社会主义改造基本完成,全民、集体工商业企业工人日益增多,各企业札取办业余","班、岗位练兵、以会带训,以老带新等方式,提高工人文化、技术和职业道德水平。1979年工作重点转移到社会主义现代化建设上,工商企业调整布局,工人成倍增加。为适应现代化建设需要,县成立取工教育委员会,抓职工“双补“(文化、技术补课)和文化进修。各企业亦相应成立管理组织。1980年县丝厂对310名应补对象开尺“双补“,于1985年文化课补习合格284人,占应补92%、技术课补习合格304人,占98.065%;全员培训中举办短期训练班,参训442人;还派往杭州、成都、阀中等纺织厂学习培训88人;经省、地、县专门培训22人,函授学习14人。1980年起全县招工实行全面考核、择优录取。1983年起建立职业培训中心,工人就业前"
xianzhi,p-0339,训练,"千部阶级立场,树立无产阶级观点,先后举办春节宣传、征粮、减租退押、清匪反霸等各种学习班,培训1654人。1951年县干部","班成立,分批轮训千部1896人、开办党建班,陆续训练党建、政权建设骨干,8月,县培训农村基层干部982人。1955年县级机关干部110人进行业余文化补习。1956年在苍中校开办扫盲班、高小班,组织区、乡干部学文化。60年代转为各部门自办文化班,“文化大革命“开始后终止。1975年改回水示范繁殖农场为“五,七“干部学校,党、政干部350人入校学习“无产阶级专政理论“。1983年对1966年“五。一六“通知后参加工作的高中毕业以上(含专科、理工科大学毕业生)未系统学习中国近代史的干部、县城以大口、区乡以区设教学点,集中干部743人学习近代史。1985年116名干部参加四川省干部函授学院学习,其中党政专业75人、经济专业37人,汉语文学专业4人;参加县师范学校二年制中专班学习53人;1952一1978年,先后选派干部335人到中央、西南区、省、地大专院校离职学习培训深造;1979一1990年共选"
xianzhi,p-0344,训练,"国共产主义育年团,编入旅欧支部。东溪多杨达,于黄埔军校毕业后考入日本陆军士官学校学习军事,回国后先后任国民党庐山中央军官","团教官,别动队副总队长兼第五大卞大队长*驻汝西),继后任四川省军事委员会主任,国防部监察局局长等职。东溪乡杨树校,于'民国20年后考入法国巴黎航空大学机械系学习,6年期满固国后任中央航空学院教官。解放后,出国学习人员有:陵江镇罗志力,1950年由甘肃玉门去苏联学习半年,回国后先后在四川省石油研究所、成都地质学院石油系工作。月山乡马大发,1960年留学"
xianzhi,p-0360,联保,"革命军民国21年(1935)5月红四方面军撒离苍溪后,国民革命军特别行动队第四中队90人进驻苍溪半年,与还乡团配合,组建","“义勇队“,进行军事操练。并在险要地及交"
xianzhi,p-0362,训练,"红三十军。后备队民国34年(1945)2月,国民兵团下编后备队3个中队,中队配中尉队长,少尉副队长。任务是维持治安,编组","国民兵预备队,35年1月,后备队撒销。常备自卫队民国37年(1948),县民众自卫总队下设常备自卫3个中队。10月,县警察中队改′编为常备自卫队第二中队,翎年复为县警察中队,任务是“防奸防匪“,指导区、乡、保"
xianzhi,p-0363,训练,"“318。苍漫县志民自卫队","。1950年1月由县人民政府收缩。|人民武装大队1950年1月18日,收编民众自卫总队常备队、警察中队160余人,组建苍溪县人民武装大队。下编3个中队,承担剽匪、护仓任务。7月,全大队并入警卫营。警_卫营中国人民解放军六十一军一二八师五四六团于1950年2月整编后,从编余中抽调366人组建苍溪县警卫苑,下辖3个连、7个排、30个班,7月县大队并入,加上新征集人员,组建7个区警队(又称区干队)。.分驼城厕、东青、五龙、三川、歧坪、东溪、龙山,拔负清匪等任务。1951年9月,一连调至新组建的川北基干第三团二营。1952年5月,二连与县武装警察中队合编为中国人民解放军苍溪公安中队。其余人员另行分配工作或复员安置,撒销警卫营建制。第二节_团“练清嘉庆初年,白莲教农民起义军人境。县境各地办团练对抗农民起义军。道光二十人年(1848),知县泽宽以“白莹教匪滋事深得团练之力“为由,将保甲与团练联编。光绪"
xianzhi,p-0364,训练,"进行坚决斗争。第四节“民众自卫队民国34年(1945年)8月,编组国民兵预备队。凡年龄在18一415岁健康男性,均得参加","。国民兵预备队以乡(镇)为单位编中队,保编分队。20人为一班。乡(镇〉每月会操一次,训练合格者,由乡(镇)编成警备、侦察、交通、运输、工务、消防、救护等分队(或班)备用。各保组织巡逻队、盘查哨,维护地方治安。民国37年春,县改国民兵团部为民众自卫总队部,国民兵预备队也改名为民众自卫队。全县19个乡各成立一个民众自卫大队。289个保各成立一个分队。以乡为单位编组侦察、工程、肃奸、宣传、运输、救护、传令、给养八种分队,执行“防奸防匪“任务。"
xianzhi,p-0365,训练,"以下8一15人为1小队,3个小队为1中队,各设队长!人。1954年在普通民兵中挑选18一25岁男女青年组建基干民兵,通过","担负重要执勤任务。1958年9月,“大办民兵师,实行全民皆兵“,农村、城镇、机关、企事业单位都建立民兵组织。至1959年2月全县有民兵师8个,民兵团70个,民兵营381个、民兵连1248个,共20.91万人。其中基干民兵4.7万人。利用农闲时对民兵进行军事训练。训练科目有队列、射击、投弹、战术及“三防“(防空、防原子、防化学武器)常识。这年训练基干民兵1.35万人。1960年2月中共苍溪县委民兵工作领导小组成立,县委书记任组长,县人武部政委任副组长。1965年县建立3个武装基干民兵营,区以下分建民兵返、排、班,有武装基干民兵连6个(含机枪、炮兵连各11、独立武装基干民兵排79个、独立班164个,共有武装基干民兵3475人。“文化大革命“中,县、区、公社建立民兵指挥部(1976年后撒销),组织民兵参加阶级斗争,以政治代普军事科目。1970年6月组建苍溪民兵团,开赴陕西镇巴、紫阳、西乡、城固一"
xianzhi,p-0366,训练,"9周岁初中以上文化青年编入基干民兵,基干民兵连配正、副连长各1人,普通民兵只配正职,同时建立两用人才培养、使用制度。民兵","由县人武部组织,以区为单位集中训综,至次年1月共训练557人。1988年7月贯彻中央“准少数量,提高质量,抓好重点,打好基础“的民兵工作方针,继续对民兵以出、入、转队编组配干为主要内容的组织整顿。以乡(镇)编基干民关返,乡武装部长兼任连长,乡(镇〉党委书记兼任政治指导员。以村编普通民兵连,选军事素质好、组织能力强的复员军人担任连长,村党支部书记兼任政治工作员。民兵训练亦改为以县集中训练。县成立民兵训练队,县人武部部长任队长,人武部政委任训练队政治委员。训练队下设教学、政工、后勤保障、行管各组,分别由人武部军事、政工、后勤科科长和办公室主任担任组长,人武部参谋担任训练队连长,各区、乡武装部长任排长、班长。这年训练民兵200人。经考核所训科目全部合格,县人武部被成都军区、四川省武装委员会分别评为先进人武部、先进标兵。1990年县人武部训练民兵385名,广元市武装委员会对苍溪县民兵分队的擒拿格斗"
xianzhi,p-0367,训练,"。852。苍漫县志`编为3个区队、31个连队、245个小队。以乡为单位每月","一次,以备征召。27年苍溪县按《非常时期征集国民兵及抽签实施办法》开展征兵。这年1月县长曾锦柏令各学校动员适龄学生服役。6月,又令党政机关、学校、法团协同宣传,“唤起民众乐尽兵役义务“。7月成立“苍漫县暂时民众训练指导委员会“,调训练员318人于县立初级中学校训练后,赴各乡开展壮丁训练。凡年满18一45岁周岁健康男性都为应征对象(独子可缓′征》,届时中签者即应征入营服役。28年冬,全县50多名青年自愿报名参军抗日。32年,12月,苍滓350名壮丁从军远征。33年12月,全县250名知识青年从军远征。34年春,62名知识青年志愿报名应征,这批青年到达隆昌远征军二零三师驻地,仅18名被考取,后经送兵人员说情,入苑44名。.抗日战争期间苍溪县征兵人数raTassss|门ass|351938500492194210009601939720720`1443t132013201940720720\19"
xianzhi,p-0367,调训,"龄学生服役。6月,又令党政机关、学校、法团协同宣传,“唤起民众乐尽兵役义务“。7月成立“苍漫县暂时民众训练指导委员会“,","练员318人于县立初级中学校训练后,赴各乡开展壮丁训练。凡年满18一45岁周岁健康男性都为应征对象(独子可缓′征》,届时中签者即应征入营服役。28年冬,全县50多名青年自愿报名参军抗日。32年,12月,苍滓350名壮丁从军远征。33年12月,全县250名知识青年从军远征。34年春,62名知识青年志愿报名应征,这批青年到达隆昌远征军二零三师驻地,仅18名被考取,后经送兵人员说情,入苑44名。.抗日战争期间苍溪县征兵人数raTassss|门ass|351938500492194210009601939720720`1443t132013201940720720\1941111320132019419609601945|1082108235年国民党当局发动内战、苍滦再次大征兵。因民众反对内战,役政人员、接兵军队及乡保长在征兵中殉私舞弊,应征者有钱的可贿赂役政人员免征或买兵作抵;无钱的穷苦百姓,十"
xianzhi,p-0367,乡保长,"419609601945|1082108235年国民党当局发动内战、苍滦再次大征兵。因民众反对内战,役政人员、接兵军队及","在征兵中殉私舞弊,应征者有钱的可贿赂役政人员免征或买兵作抵;无钱的穷苦百姓,十五六岁少年,五十几岁老人和在校学生都难幸免。“三丁抽一、五丁抽二“及壮丁年鲍规定被践踏,抓壮丁风潮大起,被抓壮丁绳捆索绑押送,人民视征兵为瘦疫,或躲藏,或倾其家产买兵,或自断右手食指,刺瞎右眼等以抗拒服役。城厢镇北门沟周银生壮丁未被抓到,镇队附陶纯武即派人将其父周绍清(53岁)抓来,将胡须剃了去顶|兵;城厢镇青年周军廷中签后,为抗拒服役,砍掉右手两个指头,被县政府关押3个月;城厢镇中心小学15岁学生钱如忠也被抓兵。这年10月剑(阀)平(武)师管区补充第二团二若在苍溪县城兴贤街考棚接收新兵13名,当夜放5人,收贿500万元法币;一年中全县征兵323名,中途逃跑35人。36年,县政府企图纠征兵中的弊端,实行“间接抽,签实施办法“,将壮丁名册以保编号,由兵役协会代表(乡镇民代表主席、中心学校校长)按当年应征壮丁数的一至"
xianzhi,p-0374,训练,"三军及地方武装,在东线牵制敌人。为保障顺利渡江,1935年2月,红军一面从各军抽调260人组成水兵逊,在东河进行操船泗水",",一面调集300多名铁匠、木工等技术人员在王渡成立造船厂,赶造渡江船只及浮桥构件。红三十军军长余天云、政委李先念亲临动员,川陕省苏维埃副主席余洪远、保卫局长谢凡到造船厂指导工作。苍溪县委书记陈子谦走|乡串户,动员群众支援红军造船。月余时间造木船75只,3座浮桥构件。3月27日晚红军战士及游击队员秘密将船拙至10里外的塔子山后的深沟密林里隐蔽起来,待强渡嘉陵江时使用。为迷惑江防田军,以中共苍溪县委宣传部部长张华为首组成火线宣传队及苍滦县第9区苏维埃政府组织童子团、宣传队,在主渡口附近的塔子山、五当山、陶家垭一带前沿阵地,对田军喊话,作瓦解斗志工作。晚上组织赤卫队、游击队在江内放灯,佯"
xianzhi,p-0379,乡保长,"个营,实力增强。13年,庞聚众攻打向都城的帽盗寨,号令龙山、鞍子、金斗、彭店等地男女青年数千人参战,违者以通匪论罪。彭店","向明建迟到,被庞当场枪毙。常盔寨地势险要,强攻未下,庞令团丁攻入向的家中,打开钱库握掠一空。返回时遭向伏击,死伤甚众。不久,庞希元再次攻打帽盔寨,向滚木播石齐下,又未攻下。过了一〈."
xianzhi,p-0381,乡保长,"团长,王小坤任参谋长,李子君任政治部主任,并选配营、返、排干部。同时对保长吴万德等做策反工作。教育歧坪、白庙、张王等地的","弃暗投明,交出武器,接受共产党的领导。在有了武器的情况下,建立了一个若的武装。邹楚领导这支武装力量,打破了“西南长官部巴山中美技术合作所“特务黄定远,在这一带勾结土匪与乡保人员上山打游击对抗解放的企图。这年农历冬月初九,邹楚趁白庙赶场天,在三圣官召开迎接解放的讲演大会。会场中悬挂中国共产党党旗,新中国国旗和“毛主席是人民的大救星“的标语.吻众达1.5万人。使人民及时知道了共产党、人民解放军即将解放苍溪的消息。苍滓解放后,这支队伍被人民解放军一二八师接收。"
xianzhi,p-0381,乡保人员,"的情况下,建立了一个若的武装。邹楚领导这支武装力量,打破了“西南长官部巴山中美技术合作所“特务黄定远,在这一带勾结土匪与","上山打游击对抗解放的企图。这年农历冬月初九,邹楚趁白庙赶场天,在三圣官召开迎接解放的讲演大会。会场中悬挂中国共产党党旗,新中国国旗和“毛主席是人民的大救星“的标语.吻众达1.5万人。使人民及时知道了共产党、人民解放军即将解放苍溪的消息。苍滓解放后,这支队伍被人民解放军一二八师接收。"
