book,group,keyword,page,ctx_before,ctx_after
xianzhi,A,国民党,p-0344,"校毕业后考入日本陆军士官学校学习军事,回国后先后任","庐山中央军官训练团教官,别动队副总队长兼第五大卞大队长*驻汝西),继后任四川省军事委员会主任,国防部监察局局长等职。东溪乡杨树校,于'民国20年后考入法国巴黎航空大学机械系学习,6年期满固国后任中央航空学院教官。解放后,出国学习人员有:陵江镇罗志力,1950年由甘肃玉门去苏联学习"
xianzhi,X,训练,p-0344,"军士官学校学习军事,回国后先后任国民党庐山中央军官","团教官,别动队副总队长兼第五大卞大队长*驻汝西),继后任四川省军事委员会主任,国防部监察局局长等职。东溪乡杨树校,于'民国20年后考入法国巴黎航空大学机械系学习,6年期满固国后任中央航空学院教官。解放后,出国学习人员有:陵江镇罗志力,1950年由甘肃玉门去苏联学习半年,回国后先后"
xianzhi,A,会上,p-0345,",最后择读于美国宾夕法尼亚大学,多次在全美物理学年","宥读学术论文,1990年开始从事博士后研究。两河乡何中武,1987年于四川农业大学毕业后,考入加拿大某大学学习,1991年回国工作.新观乡李信荣,1987年于安徽合肥工业大学毕业后留学美国。陵江镇刘鸣,在华南师范大学取得博士研究生学位后,1989年留学日本,攻读教育心理学,两年后"
xianzhi,A,会上,p-0348,"织师生开了追悼会,为罗斯福遗像献了花圆。亨利在追悼","讲:美、中、法、苏一定能彻底击败怒、意、日。盛赞中国在如此山区,尚有如此好的一所中学,令人佩服。亨利,霍桥在宋水中学短住了4天,临行"
xianzhi,A,村民,p-0351,"作了汇报。25日,两位官员去歧坪、东溪沿途检查部分","养兔情况,参观了元坝畜牧兽医技术服务培训中心。26日离苍。新西兰教授新西兰梅西大学教授威廉姆偕夫人戴安娜应邀于1992年10月22日抵达苍溪。他们对苍溪很多建设项目倍感兴趣。在县长莫异矩等陪同下,考察了江南镇旋子山雪梨开发区,达成租赁土地1000亩建梨园的意向性协议.并与中共苍溪"
xianzhi,A,会议,p-0355,"“340。苍溶县志代表",",贯彻中央“一视同仁,不得歧视,根据特点,适当照顾“的侨务政策。1981年3月,港属刘家堂、侨属杨庆驹等3人当选为苍溪县第八届人民代表大会代表。此后有6人当选为第九至第十一届县人民代表大会代表;历届县政协委员中的侨、港属委员为:二届3人,三届3人,四届3人.1981年12月,县召"
xianzhi,A,大会,p-0355,"刘家堂、侨属杨庆驹等3人当选为苍溪县第八届人民代表","代表。此后有6人当选为第九至第十一届县人民代表大会代表;历届县政协委员中的侨、港属委员为:二届3人,三届3人,四届3人.1981年12月,县召开第二届侨务工作代表会议,30多名海外侨胞及港澳同胞亲属代表出席会议,进一步解除思想顾虑,明确党的侨务政策。与会代表畅谈祖国解放以来的巨大"
xianzhi,A,处理,p-0355,"消除侨务工作中“左“的影响,对历次政治运动中被错误","的30多户侨属、港属均给孙平反昭雪;有关单位结合清理人事档案,按中央精神剔除有关所谓“海外关系“等方面的材料;退赔了在“文化大革命“中被查抄的财产;解欧了应解决的侨属、港属职工夫妻异地分居问题;同时为侨属、港属农转非14人,子女上学、招工、招千一视同仁。南阳公社杨天月之女杨永惠和"
xianzhi,A,平反,p-0355,"历次政治运动中被错误处理的30多户侨属、港属均给孙","昭雪;有关单位结合清理人事档案,按中央精神剔除有关所谓“海外关系“等方面的材料;退赔了在“文化大革命“中被查抄的财产;解欧了应解决的侨属、港属职工夫妻异地分居问题;同时为侨属、港属农转非14人,子女上学、招工、招千一视同仁。南阳公社杨天月之女杨永惠和女婿邓方瑞均在攀枝花工作,因邓"
xianzhi,A,会上,p-0355,"先进个人。9月29日,中共苍溪县委举行中秋茶话会,","县委副书记张玉源向与会人员并通过他们向海外亲人问候、祝愿。县人大副主任何芗、县政协副主席周承瞬莅会题诗填词,表示对海外亲人的思念。何芒诗为:“丽佳花溢芬芳,中秋佳节又临。全国风光无限好,而今形势更喜人。“七五“建设内容实,新老交替血液新,寄语港台亲骨肉,何时聚首话离情。“周承瞬词"
xianzhi,A,会议,p-0356,"992年8月20一21日县召开第10届侨务工作代表",",与会代表130人,会议学习了中共中央原顾问委员会主任邓小平1992年春南巡重要讲话,研究在改革开放、振兴苍溪经济中,侨、港属如何发挥“中介“作用,做好资金、技术、人才的引进工作。同时10名代表介绍了勤劳致富经验。表彰了20名先进个人。第二节_扶持侨、港属脱贫致富苍溪县侨、港属中"
xianzhi,A,团总,p-0357,"团练总局,数保立一团长经理团练。县中五路,每路立一","。宣统三年(1911)改总局为筹防局,12月复为团练总局。民国元年′(1912)10月,团练总局设局长、副局长各1人(此后曾改名为筹防局、团务局,再复名为团练局),下设7个团练分局(每乡镇1个),置分局长,管理本辖区团练。6年,改团练局为教练团,置督练长1人,乡镇分局长改为团总。"
xianzhi,A,公安,p-0359,"由同级党委第一书记担任,副主任由同级武装部长担任,","、宣传、组织、团委、妇联等部门的负责人为委员,组成委员会,组织领导及协调本级军事工作与军事活动。“文化大革命“期间各级武装委员会瘫痰。1980年2月,恢复中共苍漫县人民武装委员会。"
xianzhi,A,匪,p-0360,"辖。8年,熊克武部鲁屏周若入苍溶清乡,则灭九龙山巨","段少武、韩维川之一部。|第二节“川“军民国9年(1920)9月,川军第六师一个萍派驻苍溪,剽灭元坝镇一带股匪.这年冬,川军第三师杨旅自绵阳败走苍溪之岳东场,据险守隙,搜刮民间粮米充军食,人民息不敢言.10年1月杨旅返苍溪县城,将搜刮民粮之事定罪于草长项楚,并就地处决.同年,罗透琼"
xianzhi,A,股匪,p-0360,"0)9月,川军第六师一个萍派驻苍溪,剽灭元坝镇一带",".这年冬,川军第三师杨旅自绵阳败走苍溪之岳东场,据险守隙,搜刮民间粮米充军食,人民息不敢言.10年1月杨旅返苍溪县城,将搜刮民粮之事定罪于草长项楚,并就地处决.同年,罗透琼旅谢廉常暑驻苍溟。11年春,川军一师邹旅、四师郑晔驻苍溪。5月,川军七师来苍挤走邹旅与郑营.12年秋,川军二"
xianzhi,A,处决,p-0360,"旅返苍溪县城,将搜刮民粮之事定罪于草长项楚,并就地",".同年,罗透琼旅谢廉常暑驻苍溟。11年春,川军一师邹旅、四师郑晔驻苍溪。5月,川军七师来苍挤走邹旅与郑营.12年秋,川军二十二师与一师混战于苍溪,二十二师败走巴中县.这年冬,二十二师古营再攻苍溪,与一师罗连隔河(嘉陵江)对攻,罗连退守阅中。熊克武战败退出四川后,苍溪为田颂尧防区,"
xianzhi,A,联保,p-0360,"动队第四中队90人进驻苍溪半年,与还乡团配合,组建","“义勇队“,进行军事操练。并在险要地及交"
xianzhi,A,杀,p-0361,"通要道处修筑碑堡,实行一家“出事“,十家连坐法,剿","原苏维埃工作人员及红军家属。民国24年秋,县成立保安队,不久将该队统编为第十四行政督察区独立第二大队第四中队。继调第二中队驻苍溪。25年调第七中队驻苍溪。次年9月20日第14行政督察区视察员驻苍溪保安队,报称苍溪有公枪737支、民枪433支。这年,苍溪新成立一保-安中队,收编队员"
xianzhi,A,保安团,p-0361,"部驻防东河。28年3月,驻苍溪保安队调剑阁整编,换","第一大队驻苍滓。是年5月,保安五旅九团二苑七连驻苍溪。9月,国民政府为“巩固口方“,进行“忐清剿“,又调九团三普入苍,与原七连分驻县境“清剿“,历时半年。同年,川陕鄂边区绥靖主任公署成立,苍溪归其管辖,由巴山联防警备司令部先后派刘海平、王克诚显驻苍溟。29年1月,第二十八集团军野"
xianzhi,A,剿匪,p-0361,"4年6月26日,陆军独立师第三旅的一个排到东青一带","。35年川陕鄂绥靖主任公署清乡区司令部补充一营来苍“清乡“,分驻县城、歧坪、东溪场。38年8月,朐宗南部一六四师(师长黄剑夫)败退来苍溪,12月,黄率部起义。第四节“人民解放军1949年12月31日中国人民解放军川北独立师第一团进驻苍溟,苍溪县和平解放。1950年1月4日,中国人"
xianzhi,A,股匪,p-0361,"驻苍溪,在县大队配合下,围歼杨开荣、李向荣、龚方谷","。1969一1970年,中国人民解放军十三军枸部机枪连驻苍溪县城担负地方“支左“任务。第五节_武装警察1950年!月18日组建公安武装队,受县公安局领导。1952年5月该队与警卫营二逊合编,改成中国人民解放军苍溪县公安中队。1955年7月,改名苍溪县人民武装警察中队。1962年1"
xianzhi,A,公安,p-0361,"左“任务。第五节_武装警察1950年!月18日组建","武装队,受县公安局领导。1952年5月该队与警卫营二逊合编,改成中国人民解放军苍溪县公安中队。1955年7月,改名苍溪县人民武装警察中队。1962年1月,中队给养执行解放军供给标准,受上级武装警察部队和县公安局双重领导。1966年7月,改为中国人民解放军苍溪县中队,直隶县武装部。"
xianzhi,A,公安,p-0362,"中国人民武装警察苍溪县中队,仍受上级武装警察部队和","局双重领导。第世章地方武装第一节_地方部队保卫团民国17年(1928)成立苍溪县保卫团(按田颂尧防区序列又称二十三团),陶子征任团长,下辖3个营,团部驻县城。20年,将县境部分地主武装(民团)编为两个萍和儿个大队。该团曾在木门、长池、恺阳河一带阻止红四方面军进入。1933年秋,在"
xianzhi,A,地主,p-0362,"任团长,下辖3个营,团部驻县城。20年,将县境部分","武装(民团)编为两个萍和儿个大队。该团曾在木门、长池、恺阳河一带阻止红四方面军进入。1933年秋,在红军打击下,残部败退县北二道坎一带扼守。1934年3月趁红军收缩阵地,部署反“六路围改“时,该团又到红军占领区组织“铲共义勇队“残害共产党人。1935年3月,红四方面军反“六路围攻"
xianzhi,A,民团,p-0362,"辖3个营,团部驻县城。20年,将县境部分地主武装(",")编为两个萍和儿个大队。该团曾在木门、长池、恺阳河一带阻止红四方面军进入。1933年秋,在红军打击下,残部败退县北二道坎一带扼守。1934年3月趁红军收缩阵地,部署反“六路围改“时,该团又到红军占领区组织“铲共义勇队“残害共产党人。1935年3月,红四方面军反“六路围攻“胜利占领"
