book,page,raw_name,ctx_before,ctx_after,possible_person,possible_period
xianzhi,f-1051,李受馨陶,"三十一篇“人物谯玄王?王绩王佐","淑礼",,
xianzhi,f-1052,李阳川蒲,"玉陶家华陈子谦孙素常舒宁姚家润","云芝余骑义陈柏林余光珩常诲清邓世钧陶友三李显威罗敬三陈维新陶苏氏马三林“马清武白明清庞克道王育普舒子",,
xianzhi,f-1052,李显威罗,"陈柏林余光珩常诲清邓世钧陶友三","敬三陈维新陶苏氏马三林“马清武白明清庞克道王育普舒子铭苗裕厚韩柏林严文贵王长德樊学文邹德函舒辉暮赵继",,
xianzhi,f-1052,李蕴璞张,"文邹德函舒辉暮赵继熊景钊杨芹英","盛莲李明罗洪元李君[妻'…'口息口附录一、文存",,
xianzhi,f-1052,李明罗洪,"暮赵继熊景钊杨芹英李蕴璞张盛莲","元李君[妻'…'口息口附录一、文存",,
xianzhi,f-1052,李君,"钊杨芹英李蕴璞张盛莲李明罗洪元","[妻'…'口息口附录一、文存",,
xianzhi,p-0001,李孔一河,"志编紊委员会编2巳芸城伟八、,","(县“应(又里友于应N尔颂(吾N(5X1XT艮N乃四川人民出版社x佑4′′.′}′′【蓁′薯，""`\",,
xianzhi,p-0013,李藏婉,"svsscs。402落回茵中药","rnrassssceneucacasascuasuecacasucocasatosrrreuasea",,
xianzhi,p-0018,李开湘,"“农民义军;1933年张人权、","、车云海、陈子谦等人先后发动“新观“、“三堆石“及“四蛮寨“农民武装暴动。第二次国内革命战争时期,廖",,
xianzhi,p-0018,李先念率,"曾^驻足苍溪;徐向前、王树声、","红四方面军在文昌客建立川陕省苍溪县苏维埃政府,取得“反六路围攻“最后一仗一一黄猫垭及强渡嘉陵江战斗的",,
xianzhi,p-0018,李泽民及,"、任荣、杨大易、吴忠、苏毅然、","中国人民解放军将军的任荣、杨大易、吴忠、李开溥、李明、樊学文、赵承丰、伍国仲等就出生在这块土地上。1",,
xianzhi,p-0018,李开溥,"放军将军的任荣、杨大易、吴忠、","、李明、樊学文、赵承丰、伍国仲等就出生在这块土地上。1949年12月31日苍漫解放,社会制度的改变使",,
xianzhi,p-0018,李明,"的任荣、杨大易、吴忠、李开溥、","、樊学文、赵承丰、伍国仲等就出生在这块土地上。1949年12月31日苍漫解放,社会制度的改变使苍溪进",,
xianzhi,p-0024,李应贞,"洪武年间立庙、弘治年间,昭化人","、苍溪人张聪等捐资重修。明洪武四年(1371)知县荣思齐建府馆,同时始建盐务分司.十四年(1381年",,
xianzhi,p-0025,李自成义,"被淹没。明崇祯十年(1637)","军攻县城,因百户陶怡联兵顽抗未破。明峄祯十一年(1638)知县沈国在县城东门外建牌坊1座,一侧书“汉",,
xianzhi,p-0025,李结实,"0)12月“天暖,百花开放,桃","。明崇祯十七年、清顺治元年〔(1644)张献忠农民起义军占领苍溪,“秋毫无犯“,“征聘贤才“,“保护",,
xianzhi,p-0025,李受馨抱,"十年(1653)清廷编粮,知县","“吾官可弈,古册不可易也“决心如实造册呈报上宪,减轻农民负担。",,
xianzhi,p-0030,李清玉,"资。民国15年(1926)县人","(即李蕴璞〉在成都高等师范学校读书,由荀永芳、张博诗介绍加入中国共产党,为苍溪最早的共产党员。′民国",,
xianzhi,p-0030,李蕴璞,"5年(1926)县人李清玉(即","〉在成都高等师范学校读书,由荀永芳、张博诗介绍加入中国共产党,为苍溪最早的共产党员。′民国17年(1",,
xianzhi,p-0030,李灵椿编,"资,中饱私囊,公路一寸未修。|","素的《苍溪县志》出版。民国18年〔(1829)′〈春“改县公署为县政府,改县知事为县长。.春“在县高",,
xianzhi,p-0030,李先生报,"行的示威游行大会上,请朝鲜志士","告“日本军国主义在朝鲜的暴行“。夏由罗茂修、陶炎武、赵友兰等发起苍中校部分学生和成都回乡大学生刘国柱",,
xianzhi,p-0030,李阳川任,"考棚处建立苍溪县女子师范学校,","校长。",,
xianzhi,p-0031,李忠新家,"县委,霁后在下五里子牛淇岩农民","里正式成立中共苍溪县委员会。春县奉二十军刘湘命令,开征民国49年(1960)粮税。3月三堆石农会、妇",,
xianzhi,p-0031,李开湘,"师。4月16日“共产党员舒宁、","、李元首组织游击队,5月上旬扩建为四盗寨独立营,开辟四蛮寨游击区。4月“建立中共四蛮寨区委。5月6日",,
xianzhi,p-0031,李元首组,"16日“共产党员舒宁、李开湘、","织游击队,5月上旬扩建为四盗寨独立营,开辟四蛮寨游击区。4月“建立中共四蛮寨区委。5月6日午夜王文焕",,
xianzhi,p-0033,李开基,"一带霍乱流行,八庙今红花村一组","、李开业两家共8人死亡。9月张滕、章伯钧来苍视察工作。11月“在县城东苗圃秘密建立中国共产党苍溪县委",,
xianzhi,p-0033,李开业两,"流行,八庙今红花村一组李开基、","家共8人死亡。9月张滕、章伯钧来苍视察工作。11月“在县城东苗圃秘密建立中国共产党苍溪县委员会,潘实",,
xianzhi,p-0033,李蕴璞任,"分团部。秋县立初级中学校铣复,","校长。是年,建立中共县立初级中学支部。12月有限责任“四川省苍溪县合作金库“成立,办理信用合作社和其",,
xianzhi,p-0035,李显威为,"。|10月10日_县参议会选出","省参议员,杨旭为修补参议员。是年国民党苍溪县党部大力发展国民党员,扩大组织,至民国38年(1949)",,
xianzhi,p-0035,李梦林烟,"9日_县城新街(今寡陵路上段)","馆起火,100多户居民房屋被毁。6月县各职业团体和社会团体整顿完毕,计县农会1个,乡农会15个,县工",,
xianzhi,p-0035,李显威当,"院立法委员,2月1日开箱计票,","选。3月9日县卫生院收到美国红十字会及国际福利协会捐赠的药品、器材79种、139件。8月19日“废法",,
xianzhi,p-0036,李寅,"余被歼。1月9日“首批南下干部","、蔡宝山、白光亮、薛恩厚、薛昌泽、穆至善、李茂祥、马成麂、孙玉先、任德明、赵珊瑚、傅仕元、李子忠来苍",,
xianzhi,p-0036,李茂祥,"光亮、薛恩厚、薛昌泽、穆至善、","、马成麂、孙玉先、任德明、赵珊瑚、傅仕元、李子忠来苍溪工作。1月18日“苍漫县人民政府成立,李寅任县",,
xianzhi,p-0036,李子忠来,"玉先、任德明、赵珊瑚、傅仕元、","苍溪工作。1月18日“苍漫县人民政府成立,李寅任县长。2月“全县新建10个区人民政府,领导旧有的1镇",,
xianzhi,p-0036,李寅任县,"月18日“苍漫县人民政府成立,","长。2月“全县新建10个区人民政府,领导旧有的1镇、19乡、289保。2月_县、区、乡政府宣传和贯彻",,
xianzhi,p-0036,李寅任政,"13日“中共苍滓县委员会成立,","治委员(后改称书记)。4月19日“苍溪县第一届第一次各界人民代表大会在县城召开。会议就征粮、剿匪、肃",,
xianzhi,p-0039,李开湘,"_国家授二苍溪籍少将军衔的有:","、吴忠、任荣、樊学文、杨大易;1960年乱升为少将军衔的有赵承丰;1964年晋升为少将军衔的有伍国仲",,
xianzhi,p-0039,李明,"4年晋升为少将军衔的有伍国仲、","。2月10日“开展全县性的反对美帝国主义使用原子武器的签名运动。至月底,参加签名的31.78万人,约",,
xianzhi,p-0044,李林枝向,"5月“在四川省水利会上,副省长","全省介绍苍溪“翻山田界翻山水“,整治冬水田经验,推广苍溪农村木榔头和扯板子等保冬水田农具。5月19日",,
xianzhi,p-0050,李秀训,"月“浙水公社红旗大队党支部书记",",当选为中国共产党十一次全国代表大会代表。",,
xianzhi,p-0054,李德仁出,"“,获金质奖章。六榭乡科协主席","席中国科协在北京召开的全国乡镇科普大会。县川剧团青年演员张建平、黄荣华参加四川省振兴川剧汇报团赴北京",,
xianzhi,p-0060,李文学,"国农民体育协会授予石灶乡红花村","“全国农村体育工作积极分子“称号。10月四川省文化厅、财政厅授予苍溪县财政局、元坝镇文化中心“以文补",,
xianzhi,p-0061,李君,"6月17日晓“石门粮管所显业员","(女)为保卫国家巨额现金,只身同歹徒搏斗被客,时年21岁,翌年省政府追认她为“革命烈士“,中商部、中",,
xianzhi,p-0066,李烈钩,"凯,派舒子铭送委任状去云南授予","、熊克武.舒藏任命书于挑行李的扁担中,步行至云南,完成任务。1911年武昌革命成功,成都成立“大汉四",,
xianzhi,p-0066,李的扁担,"烈钩、熊克武.舒藏任命书于挑行","中,步行至云南,完成任务。1911年武昌革命成功,成都成立“大汉四川军政府“,宣告封建君主专制体制的",,
xianzhi,p-0073,李浚泉等,"刚联络陶懋椿、侯德尊、黄正则、","人向县城各界人士呼吓,于同月16日成立了“苍溪县紧急治安维持会“推选出21名委员、11名常委和主任(",,
xianzhi,p-0073,李曙华,"30日川北人民解放委员会派代表","、彭子丹到苍溪县协商并确定建立“苍溪县人民解放委员会“。31日,中国人民解放军川北独立师第一团团长袁",,
xianzhi,p-0073,李蕴璞担,"定:苍溪县人民解放委员会主任由","任,何芗为副主任,秘书舒倬云;政治部由7名委员组成,主任委员舒思水;宣传部由9名委员组成,主任委员陶",,
xianzhi,p-0073,李浚泉,"给部由10名委员组成,主任委员","。2日,在原县政府礼堂召开解放委员会成立大会,各界人士和来宾1000余人参加,各界代表发了言,并宣读",,
xianzhi,p-0074,李坤山率,"长官部巴山中美技术合作所支队长","部盘踢九龙山,勾结惯匪苏雕飞及匪首“杨氏五郎“(杨言中、杨厚中、杨明中、杨恪中、杨克中兄弟〉于195",,
xianzhi,p-0074,李三股武,",至1951年1月全歼茹、杨、","装匪徒、匪首李坤山被当场击毙,匪首苏雄飞、“杨氏五郎“被活捉,依法处以极刑。年底,县境大小15股土匪",,
xianzhi,p-0074,李坤山被,"歼茹、杨、李三股武装匪徒、匪首","当场击毙,匪首苏雄飞、“杨氏五郎“被活捉,依法处以极刑。年底,县境大小15股土匪基本肃清,共缴获枪支",,
xianzhi,p-0075,李清碧任,"于1月16日成立抗美援朝分会,","主任,蔡达源、牛庆丰任副主任。分会设秘书、宣传、募捐、总务4股。编印《抗美援朝通讯)》、《苍溪小报》",,
xianzhi,p-0077,李顺达互,"起来“的指示,学习山西省平顺县","助组经验,带领全县农民走互助合作道路。1952年春,全县已建起3000多个临时性互助组,组内农户实行",,
xianzhi,p-0078,李淑贞等,"及劳动模范会议,评选出胡宗义、","11个模范互助组。10月县召开第二次互助组劳模会议,县委提出《巩固提高互助组,发展合作社的意见》,并",,
xianzhi,p-0082,李井泉讲,"读了《二十三条》和播放省委书记","话录音。1966年10月17日,南充地区第五期社教运动在苍溪开展.中共苍溪县委首先派出先遣队到城郊、",,
xianzhi,p-0094,李城,"咤精咪咪吡咪毛絮'!鏖沙关独-","|丁彦达|马井咱咪咛呼中黟丁如丁石乜一医吴匹匹荣心咪咪咋咪呸巳匡沙沙哟木_多夺多丨宣囊贺呤E晓县屹不",,
xianzhi,p-0095,李心,".80.苍溪县志杰妤二二榴江","I巳咋吹咛邦咛邪吹论区趋定妤定区定弛慧e书心咛戟咛弟咛默咪炳咛二椿匿奂诽又讼亟妓心咱张呈肥运吴君探蚣",,
xianzhi,p-0096,李王一,"论咤|柯|长逞|家击|钿|口架","IR井三午|讥超[吊慨区罡区4二目张|张晓三|浩,烧中E屠E标河医,真医,目医;园医:目医;目助|误",,
xianzhi,p-0096,李吗啪和,";目助|误富柱富司次妙口剧益匣","口吊咛咛各吃呻夥沥团驱x:y:E:H骑骗盼逊助神祝祝神粑粗神Leco一一口||二E晓|孙|二|星|8",,
xianzhi,p-0097,李吉甫,"东汉、西晋两说。持东汉说者有唐","《元和郡县志}:“后汉永元中于县北巴岳山侧置汉昌县,属巴郡。旨属巴西郡。刘宋并苍溪入汉昌,隋开皇十八",,
xianzhi,p-0099,李蕴璞将,"地。1985年苍溟县政协副主席","考证情况写信给蒲孝荣,蒲赞同汉昌县治地应是青山观,并于1986年3月由四川人民出版社正式出版《四川政",,
xianzhi,p-0104,李家岩,"前兴场称榭树坝(场在今红旗桥东","3。后因嘉陵江水过此回旋,改称回水坝,故名。1934年10月红四方面军在回水场建立乡苏维埃。1935",,
xianzhi,p-0104,李花沟,"峰、陈家沟、回水、扑船、沙溪、","、钟家浩8村。庙垭乡位于县治地西北11公里处。驻地今庙子垭,因有明代古刹,故名,清宣统二年起先后为城",,
xianzhi,p-0106,李,"萍、上游、白马、新店、星火、喻","、五显11村。“茶店乡“位于县治北17公里处,驻地今白垭场,因清代有白姓人家在山垭开茶店,故名,19",,
xianzhi,p-0109,李家坪,"位于县治东北61公里处,驻地今",".相传清代有多人中举,世人喻以“文才若林“,后称其山名文林山,故名。清道光二十年后分别属全信乡、东路",,
xianzhi,p-0110,李子垭建,")。1933年6月红四方面军在","乡苏维埃。解放前先后属白庙、歧白乡。1951年成立金凤乡。1958年改为金凤人民公社。1981年更名",,
xianzhi,p-0110,李子垭,"方公里,辖下坊坪、金凤、天堂、","、碑垭、天平、离山、方山、铁炉、樵垭10村。东溪区东漫区位于县治地东北81公里处,因区驻地东溪场故名",,
xianzhi,p-0118,李家垮等,"村黄梁嘴,镇水乡杜里村蚕丝观、","高阶地。上更新统(Q:〉为黄褐色砾石层、砂质粘土层或黄色钙质结核粘土,构成沿河25一60米阶地的组成",,
xianzhi,p-0134,李嗣观一,"10公里,落差20米;青龙嘴至","段5.1公里,落差7米。严家河“源出县东北运山乡义寨、佛门村,流经河地乡纳四果沟水,经寡妇桥、谱",,
xianzhi,p-0135,李家嘴注,"境,经白桥、马业、亭子等乡,于","入嘉陵江。苍溪县内河长15公里,集水面积50平方公里,落差147米。曲肖川形如曲肘故名。古名苍溪谷,",,
xianzhi,p-0135,李家沟水,"村冬青山,流经四蛮寨、三江庙纳","、范家沟水,于张王乡境注入东河,全长7.7公里。九盘溪滦水盘旋,势如九折故名。源出六槐乡凤凤山,流经",,
xianzhi,p-0136,李家井,"乡场学堂五20文昌乡石昌村三组","25文昌乡金斗村一组大_林崖山泉48鹫漫乡回龙村三组第五章“工E第一节成土母质侃罗系上统(J:P)蓬",,
xianzhi,p-0144,李每年,"、1971年及1981年。浩一","3月至5月,从中国西北和北部十燥地区随偏北风刮入县境的泥沙混入空气中形成浮尘天气,县人又名“下黄沙“",,
xianzhi,p-0150,李结实,"1640)十二月,百花盛开,桃","。清光绪二十三年(1897),烟峰场谒姓,田禾多茎九穗。动物异常|清光绪二十四年(1898)六月,蛭",,
xianzhi,p-0161,李志,"“鬓“用“长“因“医一碧|1余","|髻。殴。出|不",,
xianzhi,p-0165,李,"如_公_咖“戚“五_奶“盐_|","“农-摄“判“返“层“伴分“吭。四租“二“四冬",,
xianzhi,p-0168,李等姓,"有陶、杨、孙、萧、韩、袁、向、","。民国时发展到258个姓。1989年颁发《公民身份证》时共有376姓(以笔划为序):丁、刁、力、山、",,
xianzhi,p-0168,李,"、优、祁、邬、闷、经,邵、良、","、张、庞、杜、但、冷、来、陆、严、谷、旷、何、邱、辛、佐、庄、花、迟、况、沈、宋、余、邹、陈、苏、余",,
xianzhi,p-0176,李廷斌,"先(孟晓川)、黄维德、苟旭元、","、罗治平、王文焕等,在潼川教书的中共党员青良翰、李洁清(女),在潼川读书入党的陈洪钧、陈子谦等,在黄",,
xianzhi,p-0176,李洁清,",在潼川教书的中共党员青良翰、","(女),在潼川读书入党的陈洪钧、陈子谦等,在黄埔军校入党的王继孔等分别回到(或来到苍漫,传播中国共产",,
xianzhi,p-0177,李忠新家,"、乔维新等在下五里子牛滚岩农民","里召开会议,正式成立中共苍溪县委员会。县委成立后,发动农民开展武装斗争,先后在三堆石、四蛮寨、与英寨",,
xianzhi,p-0177,李清碧等,"记,在县城发展杨伯刚、潘实之、","人入党。3月建立中共三堆石区委员会(10月改为中土区委会),韩文炳任区委书记。5月,王相才在槐树驿建",,
xianzhi,p-0177,李玉保,"克新)、袁安太、宋南贞(女)、","(女)、励聿生、张尊福6名党员赴延安学习;苍溪县各届人士抗敌后援会发动青年学生编新戏,演新剧,发传单",,
xianzhi,p-0178,李清碧家,"光昭来苍漫检查工作,在中共党员","里举办县委成员训练班,学习斯大林《论列宁主义基础》一书中的“民族问′题“、“农民问题“、“党“等内容",,
xianzhi,p-0179,李寅,"共苍溪县委员会正式成立,委员有","、蔡宝山、刘云、李子义,岫中共剑闸地方委员会领导。8月增设副书记1人,1952年10月,全体委员会委",,
xianzhi,p-0179,李子义,"立,委员有李寅、蔡宝山、刘云、",",岫中共剑闸地方委员会领导。8月增设副书记1人,1952年10月,全体委员会委员增至9人。1953年",,
xianzhi,p-0181,李茂祥常,"书记1971.9一1981.1","“委山西临县1963.1一1967.38,1973.3一1976.10书记1961.10一1963.",,
xianzhi,p-0182,李绍文常,"常委1975.8一1976.5","“委四川闻中县|1975.10一1950.3李开林副书记四川盐亭县1975.12一1980.3书记1",,
xianzhi,p-0182,李开林副,"|1975.10一1950.3","书记四川盐亭县1975.12一1980.3书记1980.3一1981.1张培根常“委1976.5一1",,
xianzhi,p-0183,李文元常,"1983.11一1987.7,","“委苍溟县1981.9一1986.6副书记1986.6一1990.5书记1990.5一1990.12",,
xianzhi,p-0183,李树林常,"1985.1t一1987.9'","“委四川西充县1986.9一1990.3冉光厚常“委芯溪县1986.9一1990.3樊月明常“委19",,
xianzhi,p-0183,李军副书,"县1990.3一1990.12","记苍溟县1990.3一1990.12.郭安兴常“委苍溪县1990.3一1990.12陈力常委苍溪县1",,
xianzhi,p-0187,李开林代,"文杰致开幕词,大会听取、审议了","表县委作的《坚持党的领导,改善党的领导,提高党的战斗力,向四个现代化的宏伟目标奋勇前进》工作报告。报",,
xianzhi,p-0197,李玉成从,"988年3月28日,两溪乡台胞","台湾回到家乡探亲,第一个被批准在家乡定居。1987年以来县、区、乡各级政府共接待台、港同胞153人次",,
xianzhi,p-0201,李阳川相,"委员会工作。15年刘笃、16年","继任国民党苍滓县登记委员会委员。20年7月,余光珩经国民党苍溪县登记委员会委员杨旭介绍加入国民党任苍",,
xianzhi,p-0201,李阳川,"务指导委员会委员。之后,张翘、","、刘笃先后离职。27年,余光珍、杨旭奉调参加四川省国民党员干部训练班受训。28年,国民党四川省党务指",,
xianzhi,p-0204,李寅任筹,"民协会筹备委员会,设常委7名,","备′委员会主任。在农村新旧政权交替中农民协会代行人民政权的职能,将“减租退押“的稻谷及清匪反霸运动中",,
xianzhi,p-0210,李盛唐任,"社会教育、家庭教育等议题,选举","理事长。34年7月,县教育会召开第二次会议,研究发展国民中心小学和保国民学校等议题。同年,有15乡(",,
xianzhi,p-0211,李钟芹任,"及绅士20余人组成商会董事会,","总理。民国6年(1917)商会总理改称会长,24年商会会长改称主席。26年对新开业的“天成祥“和“顺",,
xianzhi,p-0214,李清碧四,"|1950年4月一月门副主席;","川苍溪县“副主肥黄正则四川苍溪县一.主常刻下四川芘溶县|1950年8月二1月副主席李密山西离石县广主",,
xianzhi,p-0214,李密山西,"县|1950年8月二1月副主席","离石县广主厚刘篪青山西临其950年12月一1951年3一副主席李蕴璞四川苍谧县副主席李清碧四川苍谧县",,
xianzhi,p-0214,李蕴璞四,"年12月一1951年3一副主席","川苍谧县副主席李清碧四川苍谧县国国主厚刘藏胸山西临埕|1851年3月一6一一副主席穆至商山西离石县第",,
xianzhi,p-0214,李涉碧四,"县|1952年1月一5一剪主席","川苍溪县【民主原刘概山西师阮参一一一副主席李清磁四川苍溪县|1952年5月一10月|副主席杨帮治四川",,
xianzhi,p-0214,李清磁四,"主原刘概山西师阮参一一一副主席","川苍溪县|1952年5月一10月|副主席杨帮治四川苍谧县届一同三届一次会议1952年10月一1953",,
xianzhi,p-0217,李曙华,"解放后,在川北区解放委员会代表","、彭子丹的协助下,于1950年1月2日建立由39人组成的苍溪县解放委员会,李蕴璞任主席,何芗任副主席",,
xianzhi,p-0217,李蕴璞任,"39人组成的苍溪县解放委员会,","主席,何芗任副主席,舒倬云任秘书。下设政治、军事、情报、宣传、供给5部。18日成立苍滦县人民政府,代",,
xianzhi,p-0225,李,"隆五十四年(1789》「R砂门","B十跃|aEETfRF008gsHSE[asstomR门88十玟H0a0H|sa育十玟[RtEH02",,
xianzhi,p-0229,李文元,"4月一1986年12月代县长′","E花研旺雷1986年12月一1990年5月任县长1987年3月任副县长,1990年5月代四川ws|w",,
xianzhi,p-0229,李门,"引酝工刑巳园任页白自芸宏-s|","a|azeltzapprun7谢长庚‖“初中‖四川巴中县|副县长|1952年8月一1951年5月王秀",,
xianzhi,p-0234,李子垭万,"池口垭白驿乡1933.66二乡","安乡1933.68三乡月山宫月山乡1933.66四乡烟峰山烟峰乡1933.616五乡太营山歧坪乡19",,
xianzhi,p-0235,李家田坝,"坎广元太平乡1933.96四乡","广元太平乡1933.96",,
xianzhi,p-0237,李显威得,"2月1日县选举事务所开箱计票,","票最多,经省选举事务所批准李显威为立法院立法委员|",,
xianzhi,p-0237,李显威为,"威得票最多,经省选举事务所批准","立法院立法委员|",,
xianzhi,p-0240,李家止,"荤′`哥虞曾智'聿t弓′董遗辈",":1葛口dKM脱口林逊王:口""鲁盂嗜>_鸯^蠹…y浠妻雇簪'呼团瞥喜龌罪耆雹呈E志鳃目袱",,
xianzhi,p-0241,李公祠,".“救灾“.“赈济贫困“,“修","“、“建立抗日阵亡将士纪念碑“和“公园“等决定。35年1月成立县参议会至38年12月共开会10次,先",,
xianzhi,p-0243,李文锦,"的中心工作的决议.选举谢长庚、","、郑衍芬,吴恩林为省人民代表.通过向毛泽东、敌山钢铁厂全体职工致敬电。一届二次会议1955年9月14",,
xianzhi,p-0244,李桂英为,"季明、赵孟明、苗裕厚、杨春萱.","省第三届人代会代表。总结贯彻“以农业为基础、工业为主导“的发展国民经济总方针所取得的成绵。通过关于在",,
xianzhi,p-0245,李先成为,"。选举胡正均为县人民法院院长,","县人民检察院检察长。收议案,意见257件。,八届二次会议“1982年3月21一24日在县城召开。出席",,
xianzhi,p-0248,李文元辞,"免国家机关工作人员52人。接受","去县长的请求,传定兹异矩为代理县长,苟邦楷为副县长.办理人民来信357件,接待来访160人次。第六节",,
xianzhi,p-0252,李蕴璜男,"198]年3月一1984年4月","_四川省苍溪县副主席1981年3月一1984年4月罗伯铭男_四川省遂宁县副主席1981年3月一198",,
xianzhi,p-0252,李清碧男,"1981年3月一1984年4月","_四川省苍浩县副主席1981年3月一1984年4月谭光明|男…四川省苍溪县剪主席1981年3月一19",,
xianzhi,p-0252,李蕴璞男,"1984年4月一1987年3月","四川省苍溪县副主席1984年4月一1985年12月一周承睡男“四川省安岳县副主席1984年4月一19",,
xianzhi,p-0254,李清碧作,"席19人。会议昕取并审议副主席","的一届一次会议以来常务委员会工作报告。全体委员学",,
xianzhi,p-0260,李蕴璞,"}献给政协.一、二届政协副主席",",落实政策后,怀着“报国之日苦短,报国之心倍切“的心情,带病携写文史、党史、县志资料。1981年当他",,
xianzhi,p-0265,李先成,"县1954.12一1966.8","′′仪阅中县1978.9一1984.1游传明″“南部县1984.4一1990第三节法“院民国元年(1",,
xianzhi,p-0269,李坤山,"37年,苍溪境内有土匪15股,","、龚方谷、“杨氏五郎“三股最为猖猎,百姓屡道其悦,县政府几派保安队、警察队缉拿,均无明显效果。195",,
xianzhi,p-0276,李如帮入,"全面改造。1951年6月,土匪","狱后,经教育,新供认杀害3名行商,交出步枪3支。监内备有纸张笔墨、报刊。1979年购置《宪法》、《刑",,
xianzhi,p-0298,李福春等,"夕,关政庞请回乡探亲的王德祥、","5名一、二等功臣组成讲演团到机关、工厂、学校巡回讲演。各级政府利用广播、板报、幻灯和文艺演出,宣传家",,
xianzhi,p-0300,李脚费,"办理。安排食宿,发放伙食费和行","。回乡后,对无家可归的,乡村发动亲朋或利用祠堂安置、对生产有困难的政府在经济上扶持,帮助学技能,使生",,
xianzhi,p-0323,李葛帮月,".308。坻:苍滢","门王吧撬。_-.E吊<}.|蓁曼丨_ll.′′穹叁′4-嫁=“)]|一孕长兵一""一__矗=,""l戴。",,
xianzhi,p-0345,李信荣,"习,1991年回国工作.新观乡",",1987年于安徽合肥工业大学毕业后留学美国。陵江镇刘鸣,在华南师范大学取得博士研究生学位后,198",,
xianzhi,p-0345,李全,"中国旅游服务总公司工作。运山乡",",取得华西医科大学硕士研究生学位后,1990年留学英国,攻读药物学博士。雍河乡马强,复旦大学博士研究",,
xianzhi,p-0345,李毅,"本学习果树技术10个月。陵江镇",",1992年8月由四川体育科学研究所考入美国得克萨斯州登顿大学研究生院,攻读化学博士学位。在驻外机构",,
xianzhi,p-0346,李阳川,"清宣统二年(1910),天观乡",",民国11年(19223,八庙乡安筱屯〖均东渡日本作短期教育考察。1988年5月27日,中国狭猴桃工",,
xianzhi,p-0347,李义华,"长薛新民、开发办彭东林、水电局","、农技站彭荣一行去老挝,就苍溪在老挝人民民主共和国南塔省租地搐农业开发一事进行考察论证。与南塔省农业",,
xianzhi,p-0347,李文元以,"年8月16日,中共苍溪县委书记","中国川黔溶桂四省区县长访日代表团成员身份东渡日本考察、访问;代表团由全国政协常委、全国扶贫基金会常加",,
xianzhi,p-0347,李文元与,"馆的招持;受到日本人民的欢迎。","签川日中友好基金会、山形县调理食品厂、山形县日中友好协会及日中国际旅行社等单位初步建立了联系,均表示",,
xianzhi,p-0348,李萧条趁,"紫退无后先、胜地相逢又几年。行","春去,风风丽丽落花天.“;“栈云峡雨蜀山川,东望扶桑路渺然。送客亭前天深暮,杜鹃空哭杜诗仙.“「“香",,
xianzhi,p-0349,李秀普等,"郑文常、陈绍森、县外贸公司经理","会见并宴请了福德一行,欢迎他们来苍为发展经济、开拓外贸市场进行友好合作。18日福德好昭驱车前往黄猫、",,
xianzhi,p-0351,李文元,"向性协议.并与中共苍溪县委书记","、县长莫异矩等会谈,就苍溪与新西兰富克兰林地区结成姐妹关系的问题进行丁探讨,同意为此协助工作。25日",,
xianzhi,p-0351,李文元设,"探讨,同意为此协助工作。25日","晚宴招待客人,客人于26日离苍。第二节技术合作“引“进芋角烘干设备“1981年10月20日,副县长郑",,
xianzhi,p-0352,李,"水果分级机。此水果分级机对桃、","、杏、苹果、狮猴桃、柑桔、核桃、板粟等15一400克的干鲜果都可进行分级,甚至蛋类也可用它分级。每小",,
xianzhi,p-0361,李向荣,",在县大队配合下,围歼杨开荣、","、龚方谷股匪。1969一1970年,中国人民解放军十三军枸部机枪连驻苍溪县城担负地方“支左“任务。第",,
xianzhi,p-0371,李子元,"马梁包重创苍溪县保卫团二大队及","、刘刚两个民团。尔后进军王渡、元坝直抵东河东岸与田颂尧部对峙。同时,红七十三师(7月扩编为红三十一军",,
xianzhi,p-0372,李家院子,"部,在姚家院子虚设一个营部,在","虚设一个连部,并集中20余名号兵天天练号,刘军疑红军重兵集结龙干山,不敢妄动。2月1日,刘军分三路向",,
xianzhi,p-0373,李先念也,"8。苍滦县志′向前、三十军政委","随之到达五官寨。红军刚布好阵地,刘军就向黄猫垭退逃而来。退逃黄猫垭的刘军,系田颂尧部的精锐部队曾起戎",,
xianzhi,p-0373,李家院子,"未能实现。又改从正面向二郎庙、","方向突园,又被红八十人师击退。14日黄昏,田军一部向老君寨方向突围,红三十一军九十三师迅即抢占老君寨",,
xianzhi,p-0373,李先念政,"长栖牲。激战中,徐向前总指挥和","委到前沅了解情况,指挥战斗。15日拂晓,田军分两路企图同时向黄猫垭、五官寨方向突围未成。此时,红军参",,
xianzhi,p-0373,李家大院,"十军八十八师等主力,由二郎庙、","正面发起进攻;红三十一军九十三师等部队从松垭子、老君寨方向发起攻击。从二郎庙到松垭子,从吞石口到黄猫",,
xianzhi,p-0374,李先念亲,"构件。红三十军军长余天云、政委","临动员,川陕省苏维埃副主席余洪远、保卫局长谢凡到造船厂指导工作。苍溪县委书记陈子谦走|乡串户,动员群",,
xianzhi,p-0375,李先念等,"子山谭家大院、徐向前、王树声、","在此指挥。渡江突击队集结于塔子山后待命,20门迫击炮置于塔子山、五当山。晚9时许,红三十军八十人师二",,
xianzhi,p-0377,李自成,"翌年,鄢、蓝农民军破苍溪县城。","、张献忠义军战事明岫祯十年(1637),李自成农民军攻击苍溪县城。县守御所(昭信校尉世袭百户)陶怡率",,
